coin,initial_buy_price,initial_buy_cost,rebought_at,rebuy_cost,gained,total_initial_buy_cost,total_rebuy_cost
LSKUSDT,3.589,0.003589,3.586,0.0035859999999999998,0.010804000000000258,3.592589,3.5895859999999997
LTOUSDT,0.2954,0.0002954,0.2952,0.0002952,0.010298300000000038,0.2956954,0.2954952
MTLUSDT,3.684,0.003684,3.677,0.003677,0.04682900000000023,3.687684,3.680677
NANOUSDT,5.618,0.005618,5.617,0.0056170000000000005,0.010741999999999585,5.6236180000000004,5.622617
AVAXUSDT,70.29,0.07029,70.27,0.07027,0.29825999999998487,70.36029,70.34026999999999
DEGOUSDT,8.78,0.00878,8.78,0.00878,0.01241000000000092,8.78878,8.78878
DEXEUSDT,13.58,0.01358,13.55,0.013550000000000001,0.29223,13.59358,13.563550000000001
ATMUSDT,15.49,0.01549,15.49,0.01549,0.07791999999999888,15.50549,15.50549
DEXEUSDT,13.58,0.01358,13.58,0.01358,0.3250699999999984,13.59358,13.59358
NANOUSDT,5.618,0.005618,5.618,0.005618000000000001,0.02548199999999934,5.6236180000000004,5.6236180000000004
NANOUSDT,5.618,0.005618,5.615,0.005615,0.04821199999999948,5.6236180000000004,5.620615
AVAXUSDT,70.29,0.07029,70.26,0.07026,0.327549999999988,70.36029,70.33026000000001
MASKUSDT,11.664,0.011664,11.643,0.011643,0.23771799999999388,11.675664,11.654643
AVAXUSDT,70.29,0.07029,70.29,0.07029,0.3868299999999749,70.36029,70.36029
AVAXUSDT,70.29,0.07029,70.25,0.07025,0.40608999999997764,70.36029,70.32025
DEXEUSDT,13.58,0.01358,13.55,0.013550000000000001,0.3678399999999993,13.59358,13.563550000000001
DEXEUSDT,13.58,0.01358,13.58,0.01358,0.39068999999999754,13.59358,13.59358
AVAXUSDT,70.29,0.07029,70.27,0.07027,0.48536999999997477,70.36029,70.34026999999999
CTSIUSDT,0.673,0.000673,0.6729,0.0006729,0.020884399999999803,0.6736730000000001,0.6735729
NEARUSDT,8.96,0.00896,8.948,0.008948000000000001,0.07733899999999672,8.968960000000001,8.956948
BONDUSDT,25.61,0.02561,25.61,0.02561,0.5714100000000002,25.63561,25.63561
BONDUSDT,25.61,0.02561,25.6,0.0256,0.5901199999999989,25.63561,25.625600000000002
DEGOUSDT,8.78,0.00878,8.78,0.00878,0.02482000000000184,8.78878,8.78878
FTMUSDT,1.3272,0.0013272,1.3264,0.0013264000000000001,0.033202399999999965,1.3285272,1.3277264
MTLUSDT,3.684,0.003684,3.683,0.003683,0.0614530000000002,3.687684,3.686683
BONDUSDT,25.61,0.02561,25.58,0.02558,0.6488099999999974,25.63561,25.60558
MTLUSDT,3.684,0.003684,3.684,0.003684,0.07206900000000038,3.687684,3.687684
FORTHUSDT,15.43,0.01543,15.43,0.01543,0.1372100000000014,15.44543,15.44543
LSKUSDT,3.589,0.003589,3.585,0.003585,0.024611000000000605,3.592589,3.588585
FTMUSDT,1.3272,0.0013272,1.3259,0.0013259,0.043536599999999925,1.3285272,1.3272259000000002
AVAXUSDT,70.29,0.07029,70.26,0.07026,0.5646099999999734,70.36029,70.33026000000001
MIRUSDT,3.715,0.003715,3.712,0.0037120000000000005,0.053636000000000905,3.718715,3.7157120000000003
AVAXUSDT,70.29,0.07029,70.28,0.07028000000000001,0.6039099999999706,70.36029,70.35028
AVAXUSDT,70.29,0.07029,70.27,0.07027,0.673139999999961,70.36029,70.34026999999999
AVAXUSDT,70.29,0.07029,70.28,0.07028000000000001,0.7024299999999641,70.36029,70.35028
LSKUSDT,3.589,0.003589,3.585,0.003585,0.03542300000000065,3.592589,3.588585
MIRUSDT,3.715,0.003715,3.712,0.0037120000000000005,0.07218600000000075,3.718715,3.7157120000000003
AVAXUSDT,70.29,0.07029,70.24,0.07024,0.7616699999999668,70.36029,70.31024
BONDUSDT,25.61,0.02561,25.53,0.02553,0.7075400000000016,25.63561,25.55553
HARDUSDT,1.0347,0.0010347,1.0342,0.0010342,0.011017500000000124,1.0357347,1.0352342
HARDUSDT,1.0347,0.0010347,1.0311,0.0010310999999999999,0.022535500000000264,1.0357347,1.0321311
BONDUSDT,25.61,0.02561,25.53,0.02553,0.8562800000000017,25.63561,25.55553
DEGOUSDT,8.78,0.00878,8.78,0.00878,0.03723000000000276,8.78878,8.78878
EPSUSDT,0.6682,0.0006682,0.6674,0.0006674,0.020510999999999946,0.6688682,0.6680674
ATOMUSDT,39.52,0.03952,39.51,0.039509999999999997,0.15351000000000425,39.559520000000006,39.54951
ATOMUSDT,39.52,0.03952,39.5,0.0395,0.18438000000000443,39.559520000000006,39.5395
JUVUSDT,12.71,0.01271,12.7,0.0127,0.12181999999999782,12.722710000000001,12.7127
JUVUSDT,12.71,0.01271,12.71,0.01271,0.14636999999999922,12.722710000000001,12.722710000000001
BNBDOWNUSDT,0.3618,0.0003618,0.3618,0.0003618,0.010465200000000008,0.36216180000000003,0.36216180000000003
CFXUSDT,0.6181,0.0006181,0.6181,0.0006181,0.02310240000000008,0.6187180999999999,0.6187180999999999
WTCUSDT,1.1967,0.0011967,1.1951,0.0011951000000000002,0.07333079999999992,1.1978967,1.1962951
MIRUSDT,3.715,0.003715,3.714,0.003714,0.08274400000000037,3.718715,3.717714
ATOMUSDT,39.52,0.03952,39.52,0.039520000000000007,0.23525000000000773,39.559520000000006,39.559520000000006
WINGUSDT,20.74,0.0207399999999999,20.71,0.020710000000000003,0.1538999999999966,20.76074,20.730710000000002
BNBUSDT,411.3,0.4113,411.3,0.4113,0.4058999999998605,411.7113,411.7113
SOLUSDT,161.66,0.16166,161.54,0.16154,0.3217999999999961,161.82166,161.70154
BNBUPUSDT,361.13,0.36113,360.63,0.36063,0.353999999999985,361.49113,360.99063
WINGUSDT,20.74,0.0207399999999999,20.74,0.020739999999999998,0.17241999999999535,20.76074,20.76074
BNBUPUSDT,361.13,0.36113,361.09,0.36108999999999997,1.1312399999999911,361.49113,361.45108999999997
WINGUSDT,20.74,0.0207399999999999,20.73,0.020730000000000002,0.240829999999999,20.76074,20.75073
DEGOUSDT,8.78,0.00878,8.78,0.00878,0.05963000000000385,8.78878,8.78878
EPSUSDT,0.6682,0.0006682,0.6678,0.0006678,0.030564799999999948,0.6688682,0.6684678
NULSUSDT,0.5426,0.0005426,0.5424,0.0005424,0.010703000000000018,0.5431425999999999,0.5429424
WRXUSDT,1.262,0.001262,1.262,0.001262,0.022923999999999722,1.263262,1.263262
SOLUSDT,161.66,0.16166,161.41,0.16141,0.3383800000000008,161.82166,161.57141
DEGOUSDT,8.78,0.00878,8.78,0.00878,0.07204000000000477,8.78878,8.78878
BELUSDT,1.973,0.001973,1.972,0.0019720000000000002,0.01503499999999991,1.974973,1.973972
DEGOUSDT,8.78,0.00878,8.78,0.00878,0.09444000000000585,8.78878,8.78878
BNBUSDT,411.3,0.4113,411.3,0.4113,0.48239999999981364,411.7113,411.7113
BNBUPUSDT,361.13,0.36113,361.0,0.361,1.288180000000068,361.49113,361.361
BONDUSDT,25.61,0.02561,25.6,0.0256,0.8751500000000014,25.63561,25.625600000000002
MIRUSDT,3.715,0.003715,3.715,0.003715,0.09429700000000052,3.718715,3.718715
DEGOUSDT,8.78,0.00878,8.77,0.00877,0.11684000000000694,8.78878,8.77877
DEGOUSDT,8.78,0.00878,8.78,0.00878,0.12927000000000888,8.78878,8.78878
TORNUSDT,68.73,0.06873,68.64,0.06864,0.6143299999999954,68.79873,68.70864
TORNUSDT,68.73,0.06873,68.68,0.06868,0.6668599999999998,68.79873,68.74868000000001
DEGOUSDT,8.78,0.00878,8.78,0.00878,0.1416800000000098,8.78878,8.78878
MINAUSDT,5.323,0.005323,5.323,0.0053230000000000005,0.010333000000000148,5.328323,5.328323
SUPERUSDT,0.8207,0.0008207,0.8207,0.0008207,0.010146800000000011,0.8215207,0.8215207
OMUSDT,0.3069,0.0003069,0.3066,0.00030659999999999997,0.021649499999999988,0.3072069,0.3069066
MASKUSDT,11.664,0.011664,11.664,0.011664,0.26138499999999354,11.675664,11.675664
MASKUSDT,11.664,0.011664,11.66,0.01166,0.2910039999999938,11.675664,11.67166
CFXUSDT,0.6181,0.0006181,0.6178,0.0006178000000000001,0.033554500000000154,0.6187180999999999,0.6184178
HARDUSDT,1.0347,0.0010347,1.0323,0.0010323,0.036057700000000414,1.0357347,1.0333323
MASKUSDT,11.664,0.011664,11.653,0.011653,0.3026489999999935,11.675664,11.664653000000001
QUICKUSDT,472.6,0.4726,470.7,0.4707,2.915499999999952,473.0726,471.1707
QUICKUSDT,472.6,0.4726,472.1,0.4721,3.372700000000009,473.0726,472.57210000000003
QUICKUSDT,472.6,0.4726,472.4,0.4724,3.927000000000021,473.0726,472.87239999999997
OXTUSDT,0.3806,0.0003806,0.3805,0.00038050000000000003,0.010927099999999967,0.3809806,0.3808805
QUICKUSDT,472.6,0.4726,472.3,0.4723,4.880300000000034,473.0726,472.77230000000003
QUICKUSDT,472.6,0.4726,471.7,0.4717,6.433200000000056,473.0726,472.1717
BARUSDT,18.12,0.01812,18.12,0.01812,0.027419999999999334,18.13812,18.13812
ICPUSDT,58.24,0.05824,58.23,0.05823,0.11699999999999022,58.29824,58.28823
CFXUSDT,0.6181,0.0006181,0.616,0.000616,0.04420700000000022,0.6187180999999999,0.6166159999999999
CRVUSDT,2.846,0.002846,2.845,0.0028450000000000003,0.01129099999999994,2.848846,2.8478450000000004
MIRUSDT,3.715,0.003715,3.711,0.003711,0.10484900000000064,3.718715,3.714711
FILUSDT,84.27,0.08427,84.27,0.08427,0.021270000000001232,84.35427,84.35427
FILUPUSDT,2.78,0.00278,2.769,0.002769,0.01731710000000053,2.78278,2.771769
DEGOUSDT,8.78,0.00878,8.78,0.00878,0.16408000000001088,8.78878,8.78878
DOTUSDT,34.24,0.03424,34.22,0.03422,0.022919999999999163,34.27424,34.25422
DOTUPUSDT,11.766,0.011766,11.753,0.011753,0.09124700000000097,11.777766,11.764753
FILUPUSDT,2.78,0.00278,2.7796,0.0027795999999999997,0.03645440000000022,2.78278,2.7823796
ICPUSDT,58.24,0.05824,58.24,0.05824,0.1304099999999906,58.29824,58.29824
FILUSDT,84.27,0.08427,84.24,0.08424,0.042540000000002465,84.35427,84.32423999999999
FLOWUSDT,20.57,0.02057,20.53,0.020530000000000003,0.2985199999999999,20.59057,20.550530000000002
YFIIUSDT,4793.0,4.793,4793.0,4.793,2.8100000000004,4797.793,4797.793
SUPERUSDT,0.8207,0.0008207,0.8203,0.0008203,0.020393500000000064,0.8215207,0.8211203
XTZDOWNUSDT,5.151,0.005151,5.151,0.005151,0.06170300000000051,5.1561509999999995,5.1561509999999995
FILUSDT,84.27,0.08427,84.27,0.08427,0.05388000000000659,84.35427,84.35427
DOTUSDT,34.24,0.03424,34.24,0.03424,0.04438999999999993,34.27424,34.27424
DOTUPUSDT,11.766,0.011766,11.76,0.01176,0.10370499999999971,11.777766,11.77176
DEGOUSDT,8.78,0.00878,8.78,0.00878,0.18648000000001197,8.78878,8.78878
FILUSDT,84.27,0.08427,84.27,0.08427,0.0951300000000117,84.35427,84.35427
ARUSDT,49.99,0.04999,49.96,0.049960000000000004,0.30959000000000003,50.03999,50.00996
YFIIUSDT,4793.0,4.793,4793.0,4.793,15.202000000000226,4797.793,4797.793
DATAUSDT,0.13892,0.0001389199999999,0.13879,0.00013879,0.010111760000000108,0.1390589199999999,0.13892879
VIDTUSDT,0.9549,0.0009549,0.9525,0.0009525,0.010078200000000037,0.9558549,0.9534525
FISUSDT,1.8878,0.0018878,1.8824,0.0018824000000000002,0.01001059999999998,1.8896878,1.8842824
NULSUSDT,0.5426,0.0005426,0.5424,0.0005424,0.021006799999999992,0.5431425999999999,0.5429424
MTLUSDT,3.684,0.003684,3.683,0.003683,0.09766800000000009,3.687684,3.686683
DOTUPUSDT,11.766,0.011766,11.756,0.011756,0.1321329999999996,11.777766,11.767756
FILUSDT,84.27,0.08427,84.27,0.08427,0.1064100000000252,84.35427,84.35427
ICPUSDT,58.24,0.05824,58.22,0.05822,0.15378999999999365,58.29824,58.27822
DOTUPUSDT,11.766,0.011766,11.718,0.011718000000000001,0.1445849999999993,11.777766,11.729718
YFIIUSDT,4793.0,4.793,4791.0,4.791,15.606000000000677,4797.793,4795.791
DEGOUSDT,8.78,0.00878,8.78,0.00878,0.1988900000000129,8.78878,8.78878
DOTUSDT,34.24,0.03424,34.24,0.03424,0.0658199999999951,34.27424,34.27424
BONDUSDT,25.61,0.02561,25.59,0.02559,0.9738000000000007,25.63561,25.61559
DOTUPUSDT,11.766,0.011766,11.725,0.011725,0.19407599999999903,11.777766,11.736725
BONDUSDT,25.61,0.02561,25.58,0.02558,1.0225200000000036,25.63561,25.60558
BNBUSDT,411.3,0.4113,393.5,0.3935,0.5588999999997668,411.7113,393.8935
NANOUSDT,5.618,0.005618,5.19,0.00519,0.05995899999999921,5.6236180000000004,5.19519
OMGUSDT,9.061,0.009061,8.993,0.008993000000000001,0.012847000000000719,9.070061,9.001993
FTMUSDT,1.3272,0.0013272,1.3222,0.0013222000000000002,0.054770899999999845,1.3285272,1.3235222
MTLUSDT,3.684,0.003684,3.307,0.003307,0.11327900000000035,3.687684,3.310307
XTZUSDT,6.421,0.006421,5.902,0.005902,0.09494299999999978,6.427421,5.907902
LSKUSDT,3.589,0.003589,3.45,0.0034500000000000004,0.047234000000000886,3.592589,3.45345
CTSIUSDT,0.673,0.000673,0.613,0.000613,0.032026099999999724,0.6736730000000001,0.613613
SNXUSDT,12.557,0.012557,11.669,0.011669,0.11179899999999598,12.569557,11.680669
BNBUPUSDT,361.13,0.36113,322.01,0.32201,1.3953500000000645,361.49113,322.33200999999997
CRVUSDT,2.846,0.002846,2.77,0.00277,0.02358299999999991,2.848846,2.77277
AVAXUSDT,70.29,0.07029,66.57,0.06656999999999999,0.8010099999999767,70.36029,66.63656999999999
UTKUSDT,0.4143,0.0004143,0.374,0.000374,0.010160400000000014,0.4147143,0.374374
INJUSDT,10.821,0.010821,10.092,0.010092,0.03863799999999884,10.831821,10.102092
AUDIOUSDT,2.744,0.002744,2.731,0.002731,0.010495999999999395,2.746744,2.7337309999999997
ATMUSDT,15.49,0.01549,14.79,0.01479,0.09688999999999837,15.50549,14.804789999999999
DODOUSDT,1.51,0.00151,1.426,0.001426,0.012963999999999976,1.51151,1.4274259999999999
CAKEUSDT,22.65,0.02265,21.67,0.021670000000000002,0.014640000000003539,22.672649999999997,21.691670000000002
DEGOUSDT,8.78,0.00878,8.35,0.00835,0.23128000000001414,8.78878,8.35835
SUPERUSDT,0.8207,0.0008207,0.7523,0.0007523,0.03154009999999996,0.8215207,0.7530523
BARUSDT,18.12,0.01812,17.21,0.01721,0.1410299999999971,18.13812,17.22721
FORTHUSDT,15.43,0.01543,15.01,0.01501,0.16629000000000183,15.44543,15.02501
DEXEUSDT,13.58,0.01358,12.85,0.01285,0.40348999999999613,13.59358,12.86285
FLOWUSDT,20.57,0.02057,19.0,0.019,0.40730999999999895,20.59057,19.019
MINAUSDT,5.323,0.005323,5.038,0.005038,0.02366299999999999,5.328323,5.043038
DEXEUSDT,13.58,0.01358,12.89,0.01289,0.4177499999999963,13.59358,12.902890000000001
DEGOUSDT,8.78,0.00878,8.38,0.00838,0.24455000000001448,8.78878,8.388380000000002
INJUSDT,10.821,0.010821,10.125,0.010125,0.05142099999999772,10.831821,10.135125
DEGOUSDT,8.78,0.00878,8.46,0.00846,0.30771000000001436,8.78878,8.46846
DEGOUSDT,8.78,0.00878,8.49,0.008490000000000001,0.32076000000001414,8.78878,8.49849
DEGOUSDT,8.78,0.00878,8.56,0.00856,0.3737100000000151,8.78878,8.56856
DEGOUSDT,8.78,0.00878,8.59,0.00859,0.38656000000001534,8.78878,8.59859
DEGOUSDT,8.78,0.00878,8.6,0.0086,0.3993500000000143,8.78878,8.6086
DEGOUSDT,8.78,0.00878,8.65,0.00865,0.43210000000001436,8.78878,8.65865
FORTHUSDT,15.43,0.01543,15.09,0.015090000000000001,0.21619000000000277,15.44543,15.10509
PERPUSDT,14.9,0.0149,14.88,0.01488,0.11043999999999699,14.914900000000001,14.89488
PERPUSDT,14.9,0.0149,14.9,0.0149,0.1206399999999963,14.914900000000001,14.914900000000001
PERPUSDT,14.9,0.0149,14.9,0.0149,0.13079999999999536,14.914900000000001,14.914900000000001
BNBUPUSDT,361.13,0.36113,322.87,0.32287,1.6104700000000776,361.49113,323.19287
BNBUPUSDT,361.13,0.36113,324.11,0.32411,2.2034900000001016,361.49113,324.43411000000003
DEGOUSDT,8.78,0.00878,8.71,0.00871,0.4447700000000143,8.78878,8.718710000000002
NEARUSDT,8.96,0.00896,8.957,0.008957000000000001,0.09540699999999624,8.968960000000001,8.965957000000001
PERPUSDT,14.9,0.0149,14.87,0.01487,0.16093999999999653,14.914900000000001,14.88487
PERPUSDT,14.9,0.0149,14.88,0.01488,0.18114999999999704,14.914900000000001,14.89488
PERPUSDT,14.9,0.0149,14.89,0.01489,0.19134999999999636,14.914900000000001,14.90489
PERPUSDT,14.9,0.0149,14.9,0.0149,0.21151999999999482,14.914900000000001,14.914900000000001
PERPUSDT,14.9,0.0149,14.9,0.0149,0.22167999999999388,14.914900000000001,14.914900000000001
WRXUSDT,1.262,0.001262,1.262,0.001262,0.05236799999999975,1.263262,1.263262
PERPUSDT,14.9,0.0149,14.9,0.0149,0.23183999999999294,14.914900000000001,14.914900000000001
PERPUSDT,14.9,0.0149,14.9,0.0149,0.25198999999999216,14.914900000000001,14.914900000000001
ATOMUSDT,39.52,0.03952,39.5,0.0395,0.26610000000000866,39.559520000000006,39.5395
ATOMUSDT,39.52,0.03952,39.49,0.039490000000000004,0.2770100000000113,39.559520000000006,39.52949
ATOMUSDT,39.52,0.03952,39.48,0.039479999999999994,0.30792000000000996,39.559520000000006,39.519479999999994
ATOMUSDT,39.52,0.03952,39.47,0.03947,0.3688200000000137,39.559520000000006,39.50947
ATOMUSDT,39.52,0.03952,39.52,0.039520000000000007,0.4397300000000115,39.559520000000006,39.559520000000006
ATOMUSDT,39.52,0.03952,39.51,0.039509999999999997,0.48057000000000727,39.559520000000006,39.54951
ATOMUSDT,39.52,0.03952,39.49,0.039490000000000004,0.5114400000000074,39.559520000000006,39.52949
GHSTUSDT,1.708,0.001708,1.7,0.0017,0.013567000000000107,1.709708,1.7017
GHSTUSDT,1.708,0.001708,1.7,0.0017,0.025152000000000285,1.709708,1.7017
GHSTUSDT,1.708,0.001708,1.706,0.001706,0.03973400000000038,1.709708,1.707706
ATOMUSDT,39.52,0.03952,39.5,0.0395,0.5323600000000113,39.559520000000006,39.5395
GHSTUSDT,1.708,0.001708,1.707,0.0017070000000000002,0.0772810000000006,1.709708,1.708707
GHSTUSDT,1.708,0.001708,1.708,0.001708,0.0888520000000006,1.709708,1.709708
ATOMUSDT,39.52,0.03952,39.5,0.0395,0.5932200000000094,39.559520000000006,39.5395
ATOMUSDT,39.52,0.03952,39.51,0.039509999999999997,0.604130000000012,39.559520000000006,39.54951
DEXEUSDT,13.58,0.01358,12.93,0.01293,0.43192999999999593,13.59358,12.94293
GHSTUSDT,1.708,0.001708,1.708,0.001708,0.11141000000000068,1.709708,1.709708
GHSTUSDT,1.708,0.001708,1.705,0.0017050000000000001,0.12397800000000059,1.709708,1.7067050000000001
GHSTUSDT,1.708,0.001708,1.705,0.0017050000000000001,0.13655200000000067,1.709708,1.7067050000000001
GHSTUSDT,1.708,0.001708,1.708,0.001708,0.1511240000000007,1.709708,1.709708
GHSTUSDT,1.708,0.001708,1.708,0.001708,0.16569000000000078,1.709708,1.709708
DEXEUSDT,13.58,0.01358,13.0,0.013000000000000001,0.47599999999999554,13.59358,13.013
DEXEUSDT,13.58,0.01358,13.05,0.01305,0.49994999999999656,13.59358,13.06305
DEXEUSDT,13.58,0.01358,13.09,0.013090000000000001,0.5138099999999959,13.59358,13.10309
DEXEUSDT,13.58,0.01358,13.18,0.01318,0.5775399999999955,13.59358,13.19318
DEXEUSDT,13.58,0.01358,13.23,0.01323,0.6111199999999961,13.59358,13.24323
DEXEUSDT,13.58,0.01358,13.28,0.01328,0.634609999999995,13.59358,13.29328
DEXEUSDT,13.58,0.01358,13.36,0.01336,0.6879699999999946,13.59358,13.37336
DEXEUSDT,13.58,0.01358,13.4,0.0134,0.7012099999999961,13.59358,13.413400000000001
DEXEUSDT,13.58,0.01358,13.44,0.01344,0.7143699999999953,13.59358,13.453439999999999
DEXEUSDT,13.58,0.01358,13.54,0.01354,0.7973799999999969,13.59358,13.55354
ATOMUSDT,39.52,0.03952,39.52,0.039520000000000007,0.6250100000000103,39.559520000000006,39.559520000000006
DEXEUSDT,13.58,0.01358,13.55,0.013550000000000001,0.8302399999999981,13.59358,13.563550000000001
ATOMUSDT,39.52,0.03952,39.52,0.039520000000000007,0.6458700000000022,39.559520000000006,39.559520000000006
ATOMUSDT,39.52,0.03952,39.41,0.03941,0.7366599999999934,39.559520000000006,39.44940999999999
ATOMUSDT,39.52,0.03952,39.47,0.03947,0.7577399999999983,39.559520000000006,39.50947
CELOUSDT,5.265,0.005265,5.259,0.005259000000000001,0.01844100000000015,5.270264999999999,5.264259
CELOUSDT,5.265,0.005265,5.256,0.005256,0.028902000000000427,5.270264999999999,5.261256
CELOUSDT,5.265,0.005265,5.249,0.005249,0.04236600000000035,5.270264999999999,5.254249
CELOUSDT,5.265,0.005265,5.252,0.005252,0.06383600000000023,5.270264999999999,5.257251999999999
